frame,x,y,score
6480,338.0,266.0,0.4085
6480,364.0,240.0,0.3023
6480,384.0,176.0,0.4196
6480,410.0,154.0,0.4379
6481,218.0,220.0,0.2737
6481,314.0,348.0,0.4276
6481,334.0,178.0,0.4061
6481,336.0,258.0,0.397
6481,366.0,236.0,0.3041
6481,384.0,172.0,0.4367
6481,408.0,150.0,0.4661
6482,216.0,216.0,0.2892
6482,314.0,346.0,0.4171
6482,330.0,174.0,0.4047
6482,334.0,258.0,0.34
6482,362.0,230.0,0.3518
6482,380.0,166.0,0.4639
6482,408.0,146.0,0.4662
6483,216.0,212.0,0.3348
6483,312.0,340.0,0.4516
6483,330.0,168.0,0.3868
6483,332.0,252.0,0.3997
6483,360.0,224.0,0.3118
6483,380.0,162.0,0.4657
6483,408.0,140.0,0.4916
6484,214.0,204.0,0.3292
6484,312.0,334.0,0.4504
6484,330.0,164.0,0.406
6484,332.0,246.0,0.4543
6484,358.0,220.0,0.2939
6484,380.0,156.0,0.4208
6484,406.0,134.0,0.4989
6485,210.0,198.0,0.3074
6485,308.0,332.0,0.4692
6485,328.0,160.0,0.4303
6485,330.0,242.0,0.4418
6485,356.0,214.0,0.3419
6485,378.0,154.0,0.4767
6485,406.0,132.0,0.4771
6486,214.0,198.0,0.3649
6486,300.0,292.0,0.2418
6486,310.0,324.0,0.468
6486,326.0,154.0,0.4009
6486,328.0,234.0,0.4324
6486,356.0,210.0,0.3348
6486,376.0,148.0,0.4659
6486,404.0,126.0,0.4459
6487,214.0,194.0,0.2517
6487,290.0,284.0,0.2185
6487,308.0,320.0,0.4159
6487,328.0,150.0,0.3656
6487,328.0,230.0,0.401
6487,356.0,202.0,0.3214
6487,376.0,142.0,0.4317
6487,404.0,120.0,0.4435
6488,208.0,186.0,0.3084
6488,290.0,276.0,0.1662
6488,306.0,316.0,0.4273
6488,326.0,146.0,0.3838
6488,328.0,228.0,0.3817
6488,354.0,200.0,0.2987
6488,376.0,138.0,0.4597
6488,404.0,118.0,0.4401
6489,210.0,182.0,0.3289
6489,294.0,278.0,0.2688
6489,306.0,312.0,0.4038
6489,324.0,140.0,0.3656
6489,326.0,222.0,0.4252
6489,350.0,196.0,0.3268
6489,354.0,198.0,0.3099
6489,374.0,132.0,0.4245
6489,402.0,114.0,0.3066
6490,208.0,178.0,0.3485
6490,296.0,274.0,0.2945
6490,304.0,308.0,0.4098
6490,322.0,136.0,0.3599
6490,324.0,216.0,0.4245
6490,350.0,192.0,0.3611
6490,374.0,128.0,0.384
6490,400.0,110.0,0.2166
6491,206.0,172.0,0.3066
6491,294.0,274.0,0.2639
6491,304.0,302.0,0.3793
6491,320.0,130.0,0.3782
6491,324.0,212.0,0.43
6491,350.0,184.0,0.2984
6491,370.0,122.0,0.4075
6492,206.0,164.0,0.2897
6492,292.0,262.0,0.305
6492,300.0,298.0,0.4437
6492,318.0,124.0,0.3848
6492,322.0,208.0,0.352
6492,350.0,184.0,0.3085
6492,370.0,118.0,0.3849
6493,206.0,160.0,0.327
6493,292.0,260.0,0.3807
6493,298.0,294.0,0.4259
6493,318.0,120.0,0.3526
6493,322.0,202.0,0.4071
6493,348.0,176.0,0.3137
6493,370.0,114.0,0.3464
6494,204.0,154.0,0.3366
6494,292.0,258.0,0.3066
6494,298.0,290.0,0.4169
6494,318.0,116.0,0.2626
6494,320.0,196.0,0.3361
6494,348.0,170.0,0.3239
6494,370.0,110.0,0.3695
6495,154.0,266.0,0.1686
6495,202.0,148.0,0.3615
6495,288.0,242.0,0.1622
6495,298.0,282.0,0.4218
6495,316.0,112.0,0.2985
6495,318.0,190.0,0.3642
6495,346.0,166.0,0.3703
6495,368.0,106.0,0.319
6496,200.0,142.0,0.2939
6496,290.0,244.0,0.2858
6496,296.0,276.0,0.3798
6496,314.0,108.0,0.2528
6496,314.0,186.0,0.4171
6496,344.0,162.0,0.3487
6496,368.0,104.0,0.1317
6497,198.0,140.0,0.3007
6497,286.0,242.0,0.2834
6497,294.0,274.0,0.3626
6497,312.0,102.0,0.1275
6497,316.0,180.0,0.3841
6497,346.0,160.0,0.3197
6498,198.0,134.0,0.3112
6498,286.0,232.0,0.1412
6498,292.0,268.0,0.3772
6498,314.0,176.0,0.4019
6498,342.0,150.0,0.3628
6499,196.0,128.0,0.1702
6499,284.0,228.0,0.188
6499,292.0,262.0,0.366
6499,312.0,172.0,0.4343
6499,340.0,148.0,0.3376
6500,198.0,122.0,0.2544
6500,282.0,226.0,0.2536
6500,292.0,258.0,0.3692
6500,312.0,168.0,0.4282
6500,340.0,142.0,0.3896
6501,278.0,224.0,0.1497
6501,290.0,250.0,0.2281
6501,312.0,164.0,0.3862
6501,340.0,136.0,0.3225
6502,276.0,214.0,0.2658
6502,292.0,246.0,0.2401
6502,312.0,156.0,0.3769
6502,338.0,132.0,0.2286
6503,280.0,214.0,0.2047
6503,290.0,242.0,0.2041
6503,310.0,154.0,0.2794
6503,338.0,126.0,0.3371
6504,278.0,206.0,0.1541
6504,288.0,236.0,0.2037
6504,308.0,150.0,0.279
6504,336.0,120.0,0.3255
6505,290.0,228.0,0.1201
6505,308.0,144.0,0.2406
6505,336.0,118.0,0.3524
6506,274.0,216.0,0.1149
6506,280.0,202.0,0.1255
6506,290.0,226.0,0.2154
6506,304.0,138.0,0.2566
6506,336.0,116.0,0.3534
6507,274.0,208.0,0.2313
6507,300.0,126.0,0.2305
6507,334.0,112.0,0.299
6508,272.0,204.0,0.1832
6508,300.0,124.0,0.3088
6508,334.0,112.0,0.15
6509,274.0,196.0,0.1756
6509,300.0,122.0,0.3024
6510,274.0,190.0,0.1778
6510,280.0,210.0,0.1153
6510,296.0,120.0,0.0778
7500,720.0,338.0,0.2919
7500,742.0,144.0,0.2852
7500,776.0,210.0,0.4045
7500,794.0,154.0,0.4988
7500,860.0,132.0,0.3662
7500,864.0,134.0,0.4157
7501,718.0,350.0,0.2381
7501,738.0,156.0,0.1712
7501,774.0,220.0,0.394
7501,792.0,166.0,0.5133
7501,860.0,142.0,0.39
7501,864.0,144.0,0.3675
7502,774.0,224.0,0.4235
7502,792.0,172.0,0.515
7502,860.0,148.0,0.3908
7503,282.0,256.0,0.158
7503,718.0,350.0,0.1488
7503,718.0,360.0,0.1616
7503,738.0,166.0,0.2593
7503,772.0,228.0,0.3768
7503,790.0,178.0,0.4876
7503,858.0,154.0,0.423
7504,738.0,172.0,0.1919
7504,772.0,236.0,0.4503
7504,790.0,184.0,0.5171
7504,858.0,160.0,0.4009
7505,738.0,184.0,0.3382
7505,770.0,246.0,0.4092
7505,790.0,194.0,0.5034
7505,854.0,110.0,0.3397
7505,856.0,170.0,0.4169
7506,282.0,276.0,0.1827
7506,736.0,188.0,0.3351
7506,770.0,250.0,0.4314
7506,788.0,200.0,0.5177
7506,854.0,114.0,0.3862
7506,856.0,176.0,0.4302
7507,738.0,192.0,0.3982
7507,770.0,252.0,0.4641
7507,788.0,206.0,0.5341
7507,852.0,118.0,0.4638
7507,854.0,180.0,0.439
7508,736.0,206.0,0.167
7508,746.0,310.0,0.1662
7508,768.0,266.0,0.4106
7508,786.0,216.0,0.4894
7508,852.0,130.0,0.4602
7508,854.0,192.0,0.3985
7509,732.0,208.0,0.2644
7509,748.0,316.0,0.3637
7509,764.0,268.0,0.4191
7509,786.0,220.0,0.5081
7509,852.0,134.0,0.4726
7509,852.0,198.0,0.4422
7510,732.0,214.0,0.1814
7510,764.0,274.0,0.3953
7510,784.0,226.0,0.5135
7510,852.0,140.0,0.4357
7510,852.0,204.0,0.3526
7511,276.0,306.0,0.1493
7511,730.0,222.0,0.1625
7511,744.0,326.0,0.3405
7511,766.0,280.0,0.3642
7511,784.0,232.0,0.4869
7511,850.0,144.0,0.4578
7511,852.0,210.0,0.4175
7512,734.0,226.0,0.3694
7512,764.0,284.0,0.4149
7512,784.0,238.0,0.4775
7512,850.0,150.0,0.4771
7512,850.0,214.0,0.4217
7513,728.0,230.0,0.2179
7513,764.0,292.0,0.3902
7513,782.0,242.0,0.4821
7513,846.0,154.0,0.4821
7513,852.0,220.0,0.3896
7514,764.0,298.0,0.379
7514,782.0,248.0,0.4818
7514,846.0,160.0,0.4793
7514,850.0,226.0,0.4517
7515,760.0,300.0,0.4004
7515,780.0,252.0,0.4681
7515,846.0,166.0,0.5031
7515,848.0,230.0,0.469
7516,762.0,306.0,0.3974
7516,780.0,258.0,0.4898
7516,844.0,170.0,0.4706
7516,850.0,238.0,0.4144
7517,262.0,338.0,0.1573
7517,764.0,312.0,0.4306
7517,778.0,262.0,0.5086
7517,844.0,176.0,0.4811
7517,848.0,242.0,0.4493
7518,702.0,450.0,0.2202
7518,706.0,450.0,0.1992
7518,742.0,372.0,0.2512
7518,760.0,320.0,0.4015
7518,776.0,272.0,0.46
7518,844.0,186.0,0.4637
7518,846.0,252.0,0.4335
7519,702.0,454.0,0.1717
7519,712.0,438.0,0.1862
7519,744.0,378.0,0.2342
7519,758.0,328.0,0.3778
7519,776.0,276.0,0.4894
7519,844.0,192.0,0.4639
7519,844.0,258.0,0.4644
7520,702.0,462.0,0.1535
7520,758.0,334.0,0.403
7520,774.0,280.0,0.4733
7520,842.0,198.0,0.4763
7520,842.0,262.0,0.4572
7521,702.0,468.0,0.1712
7521,706.0,468.0,0.1573
7521,742.0,386.0,0.1891
7521,756.0,336.0,0.3969
7521,774.0,288.0,0.4823
7521,842.0,202.0,0.482
7521,842.0,268.0,0.4614
7522,702.0,470.0,0.2248
7522,710.0,454.0,0.1512
7522,742.0,392.0,0.2011
7522,754.0,344.0,0.379
7522,774.0,292.0,0.4663
7522,840.0,208.0,0.4503
7522,842.0,274.0,0.4326
7523,702.0,478.0,0.1867
7523,710.0,458.0,0.198
7523,740.0,398.0,0.3619
7523,754.0,348.0,0.4202
7523,774.0,298.0,0.4491
7523,840.0,214.0,0.4789
7523,840.0,278.0,0.4254
7524,702.0,484.0,0.18
7524,708.0,484.0,0.179
7524,710.0,464.0,0.2948
7524,740.0,402.0,0.3321
7524,754.0,350.0,0.3927
7524,774.0,304.0,0.4779
7524,840.0,218.0,0.4488
7524,840.0,284.0,0.431
7525,702.0,486.0,0.2643
7525,708.0,466.0,0.3154
7525,740.0,408.0,0.4238
7525,754.0,358.0,0.3728
7525,772.0,308.0,0.4659
7525,838.0,224.0,0.4701
7525,840.0,290.0,0.4281
7526,702.0,494.0,0.1832
7526,708.0,496.0,0.1874
7526,710.0,472.0,0.2559
7526,720.0,306.0,0.2124
7526,740.0,414.0,0.4335
7526,754.0,364.0,0.3887
7526,772.0,314.0,0.4753
7526,838.0,230.0,0.4482
7526,840.0,296.0,0.421
7527,702.0,496.0,0.2601
7527,706.0,498.0,0.1989
7527,708.0,478.0,0.2118
7527,722.0,306.0,0.2781
7527,738.0,418.0,0.3613
7527,752.0,366.0,0.4041
7527,772.0,320.0,0.4919
7527,838.0,234.0,0.4806
7527,838.0,300.0,0.456
7528,702.0,498.0,0.2671
7528,708.0,482.0,0.2315
7528,722.0,320.0,0.1911
7528,738.0,422.0,0.3514
7528,750.0,370.0,0.3815
7528,772.0,324.0,0.458
7528,834.0,240.0,0.4798
7528,836.0,302.0,0.4103
7529,698.0,500.0,0.2981
7529,702.0,494.0,0.3026
7529,702.0,512.0,0.1938
7529,706.0,514.0,0.166
7529,724.0,322.0,0.2917
7529,738.0,432.0,0.2714
7529,750.0,382.0,0.3973
7529,770.0,336.0,0.465
7529,834.0,250.0,0.4821
7529,836.0,314.0,0.4603
7530,702.0,496.0,0.2944
7530,702.0,512.0,0.3364
7530,706.0,496.0,0.2455
7530,738.0,436.0,0.3446
7530,748.0,386.0,0.4419
7530,770.0,340.0,0.4682
7530,832.0,256.0,0.4921
7530,836.0,318.0,0.4614
7531,604.0,390.0,0.2131
7531,702.0,516.0,0.3729
7531,706.0,500.0,0.2613
7531,748.0,392.0,0.4011
7531,768.0,344.0,0.4288
7531,832.0,260.0,0.4664
7531,834.0,324.0,0.4675
7532,702.0,520.0,0.3402
7532,708.0,342.0,0.1963
7532,736.0,452.0,0.2274
7532,746.0,398.0,0.3844
7532,768.0,356.0,0.4114
7532,830.0,270.0,0.4716
7532,834.0,334.0,0.4715
7533,702.0,528.0,0.3636
7533,746.0,404.0,0.4095
7533,764.0,358.0,0.432
7533,828.0,276.0,0.4881
7533,832.0,338.0,0.48
7534,700.0,528.0,0.3503
7534,726.0,458.0,0.2393
7534,746.0,416.0,0.4281
7534,762.0,366.0,0.4096
7534,828.0,286.0,0.4569
7534,834.0,350.0,0.4492
7535,698.0,544.0,0.3558
7535,702.0,528.0,0.3512
7535,726.0,466.0,0.3523
7535,746.0,418.0,0.435
7535,762.0,372.0,0.4486
7535,826.0,290.0,0.4819
7535,834.0,354.0,0.3992
7536,698.0,546.0,0.3496
7536,702.0,534.0,0.2962
7536,726.0,470.0,0.3376
7536,746.0,424.0,0.3765
7536,762.0,378.0,0.4395
7536,826.0,294.0,0.465
7536,830.0,358.0,0.4095
7537,700.0,542.0,0.3189
7537,744.0,430.0,0.4242
7537,762.0,380.0,0.4626
7537,826.0,300.0,0.4211
7537,830.0,364.0,0.405
7538,696.0,560.0,0.3286
7538,698.0,542.0,0.3528
7538,724.0,478.0,0.3606
7538,744.0,434.0,0.4579
7538,760.0,386.0,0.4725
7538,824.0,304.0,0.4642
7538,830.0,370.0,0.4298
7539,698.0,548.0,0.3602
7539,698.0,562.0,0.3035
7539,700.0,370.0,0.1899
7539,726.0,484.0,0.3475
7539,742.0,438.0,0.3846
7539,760.0,392.0,0.4448
7539,824.0,310.0,0.4699
7539,828.0,372.0,0.4575
7540,698.0,560.0,0.3736
7540,702.0,384.0,0.1942
7540,708.0,382.0,0.1796
7540,724.0,490.0,0.3783
7540,740.0,444.0,0.3799
7540,758.0,394.0,0.4651
7540,824.0,314.0,0.416
7540,826.0,378.0,0.4636
7541,264.0,456.0,0.168
7541,694.0,570.0,0.3492
7541,698.0,558.0,0.2867
7541,702.0,388.0,0.2368
7541,724.0,494.0,0.3466
7541,742.0,450.0,0.3438
7541,758.0,402.0,0.4658
7541,822.0,320.0,0.4462
7541,828.0,382.0,0.4785
7542,694.0,572.0,0.3642
7542,702.0,398.0,0.2199
7542,706.0,398.0,0.1705
7542,726.0,500.0,0.337
7542,742.0,450.0,0.3896
7542,760.0,408.0,0.4625
7542,822.0,326.0,0.4688
7542,826.0,388.0,0.4736
7543,326.0,178.0,0.1648
7543,696.0,574.0,0.3824
7543,702.0,396.0,0.1927
7543,708.0,390.0,0.1527
7543,724.0,502.0,0.2744
7543,740.0,458.0,0.3627
7543,758.0,410.0,0.4583
7543,822.0,330.0,0.4322
7543,826.0,394.0,0.4472
7544,696.0,574.0,0.3748
7544,700.0,406.0,0.1966
7544,722.0,512.0,0.35
7544,738.0,460.0,0.4068
7544,756.0,416.0,0.486
7544,822.0,336.0,0.4652
7544,826.0,398.0,0.5
7545,694.0,590.0,0.359
7545,696.0,418.0,0.2269
7545,724.0,518.0,0.2382
7545,738.0,474.0,0.3636
7545,756.0,426.0,0.4807
7545,818.0,344.0,0.4619
7545,824.0,408.0,0.4705
7546,690.0,594.0,0.3397
7546,700.0,420.0,0.1821
7546,724.0,526.0,0.3686
7546,740.0,478.0,0.3848
7546,754.0,430.0,0.4373
7546,816.0,348.0,0.4691
7546,824.0,412.0,0.4791
7547,690.0,598.0,0.3839
7547,696.0,432.0,0.1983
7547,722.0,530.0,0.3738
7547,736.0,482.0,0.3897
7547,754.0,434.0,0.4872
7547,814.0,354.0,0.4007
7547,822.0,418.0,0.4977
7548,690.0,604.0,0.3103
7548,696.0,434.0,0.2128
7548,722.0,534.0,0.3676
7548,738.0,488.0,0.4079
7548,754.0,438.0,0.4327
7548,814.0,360.0,0.4764
7548,822.0,424.0,0.4762
7549,690.0,608.0,0.3795
7549,720.0,538.0,0.3156
7549,738.0,494.0,0.3446
7549,754.0,444.0,0.4686
7549,814.0,364.0,0.4787
7549,820.0,426.0,0.4768
7550,686.0,616.0,0.3601
7550,698.0,452.0,0.2313
7550,722.0,548.0,0.3941
7550,736.0,498.0,0.4021
7550,752.0,454.0,0.4458
7550,814.0,374.0,0.4933
7550,818.0,434.0,0.5074
7551,686.0,620.0,0.3432
7551,692.0,462.0,0.1578
7551,720.0,552.0,0.3408
7551,736.0,506.0,0.2888
7551,740.0,512.0,0.218
7551,750.0,460.0,0.4656
7551,812.0,378.0,0.5126
7551,818.0,442.0,0.4888
7552,686.0,624.0,0.2979
7552,692.0,464.0,0.1569
7552,720.0,560.0,0.2963
7552,730.0,504.0,0.2291
7552,738.0,512.0,0.2863
7552,750.0,462.0,0.4774
7552,810.0,384.0,0.4746
7552,816.0,446.0,0.508
7553,684.0,626.0,0.2412
7553,700.0,456.0,0.1752
7553,722.0,564.0,0.3615
7553,734.0,512.0,0.3359
7553,750.0,466.0,0.5001
7553,810.0,388.0,0.5135
7553,816.0,450.0,0.508
7554,688.0,638.0,0.3367
7554,702.0,464.0,0.2724
7554,716.0,570.0,0.3725
7554,734.0,520.0,0.3502
7554,748.0,476.0,0.4929
7554,808.0,398.0,0.5015
7554,814.0,460.0,0.489
7555,682.0,642.0,0.2694
7555,700.0,468.0,0.3262
7555,720.0,576.0,0.311
7555,732.0,524.0,0.3854
7555,746.0,480.0,0.5069
7555,808.0,402.0,0.5017
7555,814.0,464.0,0.4784
7556,248.0,130.0,0.1802
7556,268.0,526.0,0.1708
7556,686.0,654.0,0.2697
7556,692.0,646.0,0.2757
7556,700.0,478.0,0.4165
7556,714.0,586.0,0.2265
7556,734.0,532.0,0.3753
7556,746.0,490.0,0.4786
7556,806.0,412.0,0.488
7556,812.0,474.0,0.4633
7557,684.0,656.0,0.3408
7557,700.0,480.0,0.4339
7557,716.0,594.0,0.3148
7557,732.0,538.0,0.3801
7557,744.0,494.0,0.4804
7557,806.0,416.0,0.5035
7557,812.0,478.0,0.4826
7558,690.0,662.0,0.3524
7558,698.0,492.0,0.4098
7558,710.0,596.0,0.1811
7558,730.0,548.0,0.3417
7558,744.0,504.0,0.4474
7558,806.0,428.0,0.4793
7558,810.0,488.0,0.4795
7559,210.0,130.0,0.2269
7559,682.0,670.0,0.2746
7559,698.0,496.0,0.3662
7559,712.0,600.0,0.2475
7559,728.0,552.0,0.3485
7559,742.0,506.0,0.4459
7559,802.0,430.0,0.504
7559,810.0,492.0,0.4603
7560,680.0,672.0,0.307
7560,696.0,498.0,0.3732
7560,710.0,604.0,0.2331
7560,728.0,558.0,0.2996
7560,742.0,512.0,0.511
7560,800.0,434.0,0.4887
7560,810.0,498.0,0.47
7561,678.0,678.0,0.2874
7561,694.0,508.0,0.2511
7561,694.0,512.0,0.304
7561,708.0,612.0,0.22
7561,726.0,564.0,0.3301
7561,740.0,520.0,0.4877
7561,800.0,444.0,0.4882
7561,808.0,506.0,0.4461
7562,210.0,150.0,0.1952
7562,228.0,152.0,0.2197
7562,680.0,688.0,0.334
7562,692.0,516.0,0.3348
7562,724.0,572.0,0.3152
7562,738.0,530.0,0.4856
7562,796.0,452.0,0.4963
7562,806.0,514.0,0.4793
7563,678.0,690.0,0.3889
7563,692.0,522.0,0.3637
7563,708.0,626.0,0.2625
7563,724.0,576.0,0.3327
7563,740.0,536.0,0.4731
7563,798.0,458.0,0.4909
7563,806.0,518.0,0.464
7564,230.0,162.0,0.185
7564,678.0,696.0,0.3434
7564,692.0,526.0,0.4025
7564,708.0,628.0,0.2526
7564,724.0,584.0,0.3321
7564,738.0,538.0,0.4519
7564,796.0,462.0,0.4808
7564,806.0,524.0,0.4606
7565,678.0,702.0,0.3583
7565,692.0,528.0,0.3554
7565,706.0,634.0,0.2281
7565,722.0,590.0,0.3429
7565,738.0,544.0,0.4922
7565,794.0,466.0,0.5092
7565,804.0,528.0,0.4675
7566,228.0,176.0,0.1707
7566,584.0,592.0,0.174
7566,676.0,702.0,0.335
7566,676.0,706.0,0.2265
7566,688.0,532.0,0.288
7566,708.0,640.0,0.2975
7566,724.0,590.0,0.4147
7566,738.0,548.0,0.4593
7566,796.0,472.0,0.4939
7566,802.0,530.0,0.5031
7567,676.0,716.0,0.1854
7567,692.0,542.0,0.4006
7567,702.0,648.0,0.2644
7567,706.0,648.0,0.2853
7567,724.0,602.0,0.3464
7567,736.0,556.0,0.4662
7567,792.0,480.0,0.4897
7567,802.0,542.0,0.4661
7568,578.0,602.0,0.2501
7568,676.0,720.0,0.2672
7568,690.0,544.0,0.3298
7568,702.0,654.0,0.2618
7568,706.0,654.0,0.2341
7568,724.0,608.0,0.3668
7568,736.0,560.0,0.459
7568,792.0,484.0,0.4824
7568,800.0,546.0,0.4681
7569,686.0,550.0,0.342
7569,702.0,654.0,0.2289
7569,706.0,654.0,0.2164
7569,724.0,608.0,0.3505
7569,736.0,564.0,0.4608
7569,794.0,490.0,0.4561
7569,800.0,548.0,0.4743
7570,688.0,552.0,0.361
7570,702.0,658.0,0.2269
7570,706.0,658.0,0.2033
7570,722.0,612.0,0.3057
7570,732.0,568.0,0.4465
7570,792.0,496.0,0.4143
7570,800.0,554.0,0.4496
7571,672.0,730.0,0.1873
7571,690.0,558.0,0.3535
7571,702.0,662.0,0.1624
7571,720.0,618.0,0.2877
7571,732.0,574.0,0.4723
7571,790.0,498.0,0.431
7571,798.0,558.0,0.4709
7572,674.0,736.0,0.1957
7572,688.0,562.0,0.3988
7572,702.0,670.0,0.2688
7572,724.0,622.0,0.3618
7572,732.0,578.0,0.4763
7572,790.0,504.0,0.3873
7572,798.0,562.0,0.4686
7573,232.0,222.0,0.1688
7573,672.0,744.0,0.1898
7573,684.0,572.0,0.3477
7573,688.0,658.0,0.1846
7573,702.0,676.0,0.2497
7573,706.0,674.0,0.1568
7573,718.0,628.0,0.3263
7573,728.0,586.0,0.4888
7573,788.0,512.0,0.5147
7573,796.0,572.0,0.4619
7574,668.0,746.0,0.2593
7574,688.0,576.0,0.4024
7574,688.0,666.0,0.292
7574,696.0,680.0,0.2098
7574,722.0,636.0,0.3022
7574,730.0,590.0,0.4862
7574,788.0,516.0,0.4883
7574,796.0,576.0,0.456
7575,590.0,582.0,0.1734
7575,670.0,754.0,0.3366
7575,684.0,584.0,0.3414
7575,698.0,688.0,0.3516
7575,718.0,640.0,0.337
7575,728.0,598.0,0.4969
7575,786.0,524.0,0.486
7575,794.0,584.0,0.4304
7576,684.0,588.0,0.3154
7576,694.0,686.0,0.3747
7576,716.0,644.0,0.305
7576,728.0,604.0,0.468
7576,786.0,528.0,0.4818
7576,794.0,588.0,0.4414
7577,684.0,594.0,0.3288
7577,692.0,696.0,0.2626
7577,720.0,652.0,0.281
7577,728.0,606.0,0.4815
7577,784.0,532.0,0.475
7577,792.0,592.0,0.4559
7578,676.0,772.0,0.2117
7578,684.0,594.0,0.3546
7578,694.0,702.0,0.3132
7578,718.0,654.0,0.3257
7578,726.0,610.0,0.4668
7578,784.0,538.0,0.4571
7578,792.0,596.0,0.4377
7579,682.0,602.0,0.3268
7579,694.0,702.0,0.2908
7579,696.0,706.0,0.2346
7579,716.0,658.0,0.2966
7579,726.0,616.0,0.4876
7579,784.0,540.0,0.488
7579,792.0,600.0,0.4497
7580,682.0,606.0,0.2881
7580,692.0,710.0,0.1539
7580,716.0,660.0,0.2696
7580,726.0,620.0,0.4827
7580,782.0,544.0,0.4693
7580,790.0,604.0,0.4334
7581,680.0,612.0,0.2218
7581,716.0,664.0,0.2901
7581,726.0,624.0,0.4881
7581,782.0,550.0,0.4632
7581,790.0,608.0,0.439
7582,666.0,788.0,0.3078
7582,696.0,722.0,0.3424
7582,714.0,674.0,0.3305
7582,724.0,632.0,0.495
7582,780.0,558.0,0.5064
7582,790.0,616.0,0.4434
7583,662.0,790.0,0.208
7583,696.0,724.0,0.1985
7583,714.0,678.0,0.2925
7583,724.0,636.0,0.4664
7583,778.0,562.0,0.4906
7583,790.0,622.0,0.4633
7584,664.0,796.0,0.2339
7584,694.0,728.0,0.1705
7584,714.0,684.0,0.2801
7584,724.0,640.0,0.4799
7584,780.0,568.0,0.4471
7584,788.0,626.0,0.4447
7585,666.0,802.0,0.2892
7585,696.0,732.0,0.1908
7585,714.0,688.0,0.3859
7585,722.0,644.0,0.4823
7585,778.0,572.0,0.4873
7585,786.0,628.0,0.4393
7586,196.0,206.0,0.1547
7586,662.0,802.0,0.228
7586,682.0,638.0,0.2693
7586,696.0,738.0,0.2208
7586,714.0,690.0,0.3438
7586,724.0,648.0,0.4235
7586,778.0,574.0,0.4862
7586,788.0,634.0,0.4423
7587,666.0,802.0,0.1596
7587,676.0,642.0,0.1714
7587,696.0,742.0,0.215
7587,712.0,692.0,0.2743
7587,722.0,652.0,0.461
7587,776.0,578.0,0.4897
7587,786.0,638.0,0.4567
7588,676.0,644.0,0.1696
7588,692.0,744.0,0.1846
7588,712.0,702.0,0.3394
7588,722.0,658.0,0.4647
7588,776.0,584.0,0.512
7588,786.0,642.0,0.4746
7589,692.0,748.0,0.2341
7589,710.0,702.0,0.2833
7589,712.0,706.0,0.2557
7589,720.0,660.0,0.4257
7589,776.0,590.0,0.4897
7589,782.0,644.0,0.4302
7590,660.0,816.0,0.173
7590,672.0,658.0,0.1474
7590,694.0,752.0,0.3077
7590,710.0,706.0,0.3159
7590,720.0,664.0,0.4245
7590,774.0,592.0,0.4803
7590,784.0,650.0,0.4495
7591,674.0,656.0,0.2048
7591,692.0,754.0,0.3666
7591,710.0,708.0,0.2365
7591,720.0,670.0,0.4365
7591,774.0,596.0,0.4567
7591,784.0,654.0,0.4691
7592,184.0,186.0,0.1837
7592,674.0,656.0,0.1567
7592,690.0,756.0,0.3116
7592,712.0,716.0,0.3153
7592,720.0,672.0,0.4575
7592,772.0,602.0,0.4499
7592,782.0,658.0,0.4446
7593,692.0,760.0,0.3282
7593,710.0,718.0,0.2932
7593,720.0,678.0,0.4235
7593,772.0,606.0,0.498
7593,778.0,660.0,0.4513
7594,186.0,196.0,0.3182
7594,672.0,662.0,0.273
7594,690.0,768.0,0.3917
7594,708.0,720.0,0.2864
7594,718.0,682.0,0.4348
7594,770.0,608.0,0.4993
7594,778.0,664.0,0.4301
7595,182.0,202.0,0.2717
7595,672.0,668.0,0.33
7595,690.0,770.0,0.3653
7595,702.0,720.0,0.2343
7595,706.0,722.0,0.2276
7595,716.0,686.0,0.4145
7595,768.0,612.0,0.4549
7595,780.0,670.0,0.4488
7596,674.0,672.0,0.3477
7596,690.0,772.0,0.3666
7596,708.0,730.0,0.2985
7596,718.0,690.0,0.4676
7596,770.0,618.0,0.4645
7596,778.0,674.0,0.4587
7597,148.0,242.0,0.1561
7597,188.0,216.0,0.2081
7597,656.0,832.0,0.1951
7597,672.0,676.0,0.3018
7597,688.0,776.0,0.3045
7597,710.0,736.0,0.3068
7597,718.0,692.0,0.4389
7597,770.0,622.0,0.5086
7597,776.0,676.0,0.4675
7598,160.0,258.0,0.1336
7598,186.0,218.0,0.1637
7598,660.0,846.0,0.2276
7598,672.0,686.0,0.3493
7598,690.0,784.0,0.3851
7598,708.0,736.0,0.3013
7598,716.0,696.0,0.3964
7598,768.0,624.0,0.4363
7598,776.0,680.0,0.4003
7599,654.0,846.0,0.2284
7599,672.0,690.0,0.248
7599,688.0,788.0,0.29
7599,702.0,742.0,0.3518
7599,714.0,702.0,0.3722
7599,768.0,634.0,0.5
7599,776.0,690.0,0.4791
7600,160.0,276.0,0.1587
7600,184.0,230.0,0.2728
7600,652.0,848.0,0.1511
7600,670.0,692.0,0.1894
7600,686.0,794.0,0.35
7600,708.0,752.0,0.3166
7600,716.0,708.0,0.3032
7600,766.0,636.0,0.4761
7600,774.0,692.0,0.4667
7601,184.0,236.0,0.2094
7601,668.0,700.0,0.3194
7601,688.0,800.0,0.309
7601,702.0,752.0,0.2697
7601,706.0,754.0,0.2805
