frame,x,y,score
6151,34.0,884.0,0.2361
6151,54.0,876.0,0.2976
6151,56.0,834.0,0.3315
6151,62.0,776.0,0.2103
6151,76.0,824.0,0.2189
6151,176.0,668.0,0.1012
6152,38.0,890.0,0.1719
6152,56.0,838.0,0.2854
6152,56.0,880.0,0.2852
6152,66.0,778.0,0.3189
6152,78.0,830.0,0.2669
6153,42.0,892.0,0.2336
6153,56.0,882.0,0.258
6153,60.0,838.0,0.3159
6153,68.0,780.0,0.4043
6153,84.0,836.0,0.3963
6154,42.0,894.0,0.2992
6154,58.0,884.0,0.1465
6154,60.0,840.0,0.3468
6154,70.0,782.0,0.4694
6154,84.0,838.0,0.4619
6155,4.0,844.0,0.1442
6155,42.0,894.0,0.2683
6155,62.0,882.0,0.1931
6155,64.0,844.0,0.3277
6155,72.0,784.0,0.4228
6155,86.0,836.0,0.4344
6156,6.0,848.0,0.1315
6156,44.0,894.0,0.2596
6156,64.0,886.0,0.2386
6156,68.0,846.0,0.3406
6156,72.0,788.0,0.195
6156,86.0,842.0,0.2577
6156,186.0,702.0,0.125
6157,6.0,852.0,0.1847
6157,46.0,898.0,0.2677
6157,66.0,890.0,0.2395
6157,70.0,850.0,0.3777
6157,74.0,792.0,0.2155
6157,88.0,844.0,0.2118
6158,48.0,902.0,0.2064
6158,68.0,892.0,0.2824
6158,72.0,852.0,0.3507
6158,78.0,794.0,0.3368
6158,92.0,844.0,0.2757
6159,20.0,852.0,0.2906
6159,50.0,904.0,0.1807
6159,72.0,894.0,0.3121
6159,74.0,852.0,0.2764
6159,82.0,794.0,0.3992
6159,96.0,846.0,0.3808
6160,20.0,856.0,0.1703
6160,54.0,906.0,0.2107
6160,72.0,898.0,0.2944
6160,74.0,856.0,0.2925
6160,82.0,798.0,0.4379
6160,98.0,850.0,0.4021
6161,22.0,852.0,0.1494
6161,58.0,906.0,0.1998
6161,74.0,900.0,0.2691
6161,76.0,856.0,0.214
6161,84.0,800.0,0.451
6161,100.0,854.0,0.4262
6161,532.0,882.0,0.1414
6162,58.0,906.0,0.1511
6162,78.0,860.0,0.2222
6162,78.0,864.0,0.2531
6162,78.0,900.0,0.2649
6162,88.0,800.0,0.1831
6162,102.0,856.0,0.3872
6163,26.0,866.0,0.137
6163,80.0,902.0,0.305
6163,82.0,864.0,0.3353
6163,92.0,804.0,0.3383
6163,102.0,858.0,0.3235
6164,82.0,906.0,0.3192
6164,86.0,864.0,0.328
6164,92.0,810.0,0.2793
6164,104.0,864.0,0.1834
6165,38.0,870.0,0.2336
6165,68.0,906.0,0.1192
6165,84.0,904.0,0.3026
6165,88.0,868.0,0.3022
6165,96.0,810.0,0.3189
6165,106.0,864.0,0.1983
6166,0.0,900.0,0.1209
6166,40.0,870.0,0.259
6166,86.0,906.0,0.2822
6166,90.0,868.0,0.3244
6166,96.0,812.0,0.3865
6166,112.0,864.0,0.2606
6167,36.0,874.0,0.132
6167,88.0,908.0,0.1871
6167,92.0,872.0,0.3038
6167,100.0,814.0,0.4095
6167,116.0,866.0,0.3383
6168,94.0,874.0,0.3075
6168,100.0,816.0,0.3457
6168,116.0,870.0,0.2666
6169,96.0,876.0,0.2936
6169,106.0,818.0,0.227
6169,120.0,874.0,0.1836
6170,46.0,884.0,0.188
6170,100.0,878.0,0.3044
6170,106.0,822.0,0.2811
6170,118.0,876.0,0.2411
6171,54.0,886.0,0.2266
6171,102.0,884.0,0.2842
6171,110.0,826.0,0.287
6171,120.0,878.0,0.2846
6172,56.0,888.0,0.2763
6172,100.0,886.0,0.2689
6172,114.0,826.0,0.3658
6172,126.0,876.0,0.3786
6173,56.0,888.0,0.2186
6173,106.0,884.0,0.279
6173,116.0,828.0,0.3702
6173,128.0,878.0,0.3151
6174,56.0,890.0,0.2624
6174,106.0,888.0,0.2953
6174,116.0,830.0,0.4207
6174,132.0,884.0,0.3801
6175,58.0,898.0,0.1326
6175,108.0,890.0,0.2619
6175,118.0,832.0,0.3823
6175,134.0,886.0,0.3886
6176,66.0,894.0,0.2131
6176,114.0,892.0,0.2971
6176,124.0,832.0,0.1771
6176,134.0,888.0,0.2528
6176,264.0,220.0,0.0913
6177,68.0,894.0,0.1994
6177,118.0,894.0,0.3077
6177,122.0,836.0,0.1358
6177,138.0,888.0,0.2426
6178,72.0,900.0,0.2995
6178,122.0,894.0,0.2588
6178,132.0,844.0,0.2584
6178,140.0,892.0,0.3072
6179,72.0,902.0,0.2935
6179,128.0,898.0,0.2926
6179,130.0,844.0,0.2831
6180,74.0,900.0,0.3327
6180,124.0,898.0,0.3032
6180,132.0,846.0,0.2966
6180,144.0,894.0,0.3546
6181,76.0,902.0,0.1943
6181,104.0,904.0,0.1814
6181,126.0,900.0,0.2618
6181,136.0,846.0,0.2643
6181,148.0,898.0,0.4071
6182,84.0,908.0,0.1556
6182,108.0,908.0,0.2026
6182,128.0,904.0,0.189
6182,138.0,846.0,0.3464
6182,150.0,898.0,0.3754
6183,90.0,908.0,0.1533
6183,114.0,908.0,0.1749
6183,132.0,904.0,0.2509
6183,138.0,848.0,0.1948
6183,150.0,900.0,0.2468
6184,88.0,904.0,0.0957
6184,136.0,906.0,0.2939
6184,144.0,850.0,0.2299
6184,154.0,900.0,0.194
6185,90.0,904.0,0.0749
6185,138.0,908.0,0.2142
6185,144.0,852.0,0.1345
6185,144.0,864.0,0.0698
6185,156.0,906.0,0.1843
6186,98.0,906.0,0.0923
6186,114.0,906.0,0.1441
6186,140.0,908.0,0.1114
6186,146.0,856.0,0.1315
6186,160.0,904.0,0.1641
6187,122.0,908.0,0.1078
6187,138.0,906.0,0.1487
6187,150.0,864.0,0.1816
6187,152.0,858.0,0.2185
6187,164.0,908.0,0.1167
6188,154.0,860.0,0.2187
6188,154.0,864.0,0.2838
6188,168.0,910.0,0.146
6189,156.0,864.0,0.3006
6190,158.0,864.0,0.2688
6191,156.0,868.0,0.1703
6191,172.0,906.0,0.058
6192,162.0,870.0,0.2425
6193,168.0,870.0,0.2356
6193,176.0,910.0,0.0992
6194,168.0,874.0,0.3373
6195,170.0,874.0,0.1577
6195,182.0,910.0,0.0824
6195,224.0,800.0,0.0589
6195,568.0,882.0,0.0661
6197,162.0,774.0,0.0444
6197,170.0,766.0,0.0466
6197,188.0,914.0,0.046
6197,268.0,720.0,0.0371
6197,594.0,880.0,0.1222
6250,320.0,904.0,0.4161
6251,322.0,904.0,0.3794
6252,324.0,904.0,0.3666
6253,328.0,904.0,0.4091
6254,84.0,892.0,0.1397
6254,332.0,902.0,0.4194
6255,88.0,890.0,0.1156
6255,334.0,902.0,0.3756
6256,88.0,890.0,0.1097
6256,334.0,904.0,0.3236
6257,338.0,900.0,0.3554
6258,342.0,900.0,0.3765
6259,342.0,900.0,0.3543
6260,346.0,898.0,0.3697
6261,348.0,898.0,0.4184
6262,348.0,896.0,0.4036
6263,350.0,896.0,0.3521
6264,354.0,894.0,0.3285
6265,356.0,892.0,0.3489
6266,104.0,874.0,0.1259
6266,358.0,892.0,0.3158
6267,362.0,890.0,0.2859
6268,362.0,890.0,0.3316
6268,606.0,882.0,0.1137
6269,366.0,888.0,0.3222
6270,370.0,888.0,0.304
6271,370.0,884.0,0.3348
6272,372.0,884.0,0.312
6273,376.0,880.0,0.4181
6274,378.0,880.0,0.3812
6275,378.0,878.0,0.3341
6276,382.0,876.0,0.3783
6277,386.0,876.0,0.3885
6278,388.0,876.0,0.3675
6279,388.0,874.0,0.3389
6280,388.0,872.0,0.3433
6281,388.0,872.0,0.3281
6282,392.0,868.0,0.2882
6283,394.0,864.0,0.3366
6284,400.0,864.0,0.3518
6285,402.0,864.0,0.3317
6286,402.0,864.0,0.2762
6286,404.0,860.0,0.2418
6286,408.0,906.0,0.116
6287,404.0,858.0,0.2432
6287,408.0,902.0,0.1821
6288,404.0,858.0,0.2712
6288,410.0,904.0,0.2175
6289,208.0,898.0,0.0911
6289,406.0,858.0,0.2721
6289,414.0,902.0,0.1986
6290,394.0,906.0,0.1563
6290,408.0,852.0,0.3774
6290,416.0,904.0,0.2345
6291,394.0,906.0,0.2265
6291,410.0,850.0,0.318
6291,416.0,904.0,0.2417
6292,394.0,906.0,0.2587
6292,412.0,850.0,0.3489
6292,418.0,902.0,0.3461
6293,394.0,904.0,0.2493
6293,414.0,846.0,0.4196
6293,420.0,902.0,0.3792
6294,402.0,904.0,0.1839
6294,418.0,846.0,0.3277
6294,422.0,898.0,0.2819
6295,368.0,908.0,0.13
6295,402.0,902.0,0.2372
6295,418.0,844.0,0.3593
6295,422.0,898.0,0.3016
6296,368.0,908.0,0.1894
6296,402.0,898.0,0.2927
6296,420.0,842.0,0.301
6296,424.0,894.0,0.2865
6297,368.0,902.0,0.2839
6297,404.0,896.0,0.2916
6297,418.0,836.0,0.377
6297,424.0,892.0,0.2527
6298,370.0,902.0,0.299
6298,408.0,898.0,0.2305
6298,422.0,832.0,0.4677
6298,428.0,892.0,0.2541
6299,370.0,902.0,0.3376
6299,414.0,894.0,0.3126
6299,424.0,832.0,0.4461
6299,428.0,890.0,0.2563
6300,370.0,902.0,0.3519
6300,412.0,894.0,0.2301
6300,424.0,830.0,0.4439
6300,432.0,890.0,0.3621
6301,374.0,900.0,0.3517
6301,412.0,890.0,0.2999
6301,426.0,828.0,0.4157
6301,434.0,886.0,0.4072
6301,496.0,136.0,0.1639
6302,374.0,894.0,0.2617
6302,416.0,888.0,0.2396
6302,428.0,826.0,0.431
6302,436.0,884.0,0.386
6303,376.0,894.0,0.2982
6303,414.0,886.0,0.288
6303,430.0,820.0,0.3742
6303,438.0,884.0,0.3954
6304,376.0,892.0,0.3695
6304,418.0,884.0,0.2524
6304,430.0,818.0,0.323
6304,438.0,880.0,0.414
6305,378.0,892.0,0.3274
6305,418.0,882.0,0.3328
6305,432.0,816.0,0.4703
6305,438.0,876.0,0.3689
6306,380.0,888.0,0.3753
6306,420.0,880.0,0.2758
6306,434.0,814.0,0.4582
6306,440.0,874.0,0.3809
6307,382.0,884.0,0.3204
6307,426.0,880.0,0.2855
6307,436.0,812.0,0.418
6307,440.0,872.0,0.3132
6308,384.0,882.0,0.3167
6308,426.0,880.0,0.2987
6308,436.0,808.0,0.4061
6308,442.0,868.0,0.3474
6309,290.0,896.0,0.1818
6309,386.0,880.0,0.3397
6309,424.0,876.0,0.2826
6309,434.0,806.0,0.3532
6309,448.0,872.0,0.3476
6310,298.0,900.0,0.1973
6310,388.0,876.0,0.3527
6310,426.0,872.0,0.2414
6310,438.0,800.0,0.4389
6310,446.0,868.0,0.3221
6311,302.0,900.0,0.1986
6311,388.0,876.0,0.3425
6311,430.0,868.0,0.2823
6311,440.0,800.0,0.4579
6311,448.0,864.0,0.3019
6312,296.0,892.0,0.211
6312,388.0,874.0,0.2997
6312,432.0,864.0,0.2634
6312,440.0,798.0,0.4552
6312,448.0,858.0,0.2167
6313,306.0,896.0,0.2375
6313,388.0,874.0,0.3386
6313,416.0,906.0,0.1893
6313,434.0,864.0,0.2596
6313,442.0,796.0,0.4234
6313,450.0,858.0,0.3107
6314,304.0,892.0,0.2623
6314,390.0,870.0,0.3022
6314,418.0,906.0,0.2448
6314,432.0,864.0,0.285
6314,444.0,794.0,0.4192
6314,452.0,856.0,0.4196
6315,306.0,890.0,0.308
6315,392.0,864.0,0.3421
6315,422.0,906.0,0.3469
6315,434.0,864.0,0.2452
6315,444.0,788.0,0.4498
6315,452.0,852.0,0.4653
6316,304.0,888.0,0.2173
6316,394.0,864.0,0.3656
6316,422.0,904.0,0.3473
6316,432.0,856.0,0.1864
6316,444.0,786.0,0.4625
6316,454.0,850.0,0.4672
6317,304.0,886.0,0.2237
6317,394.0,864.0,0.3229
6317,422.0,900.0,0.3835
6317,436.0,854.0,0.188
6317,446.0,784.0,0.4294
6317,452.0,848.0,0.3375
6318,304.0,884.0,0.2793
6318,394.0,858.0,0.2832
6318,394.0,864.0,0.2496
6318,424.0,898.0,0.3753
6318,438.0,852.0,0.2203
6318,450.0,782.0,0.4381
6318,454.0,844.0,0.3937
6319,306.0,880.0,0.2775
6319,394.0,856.0,0.2767
6319,424.0,898.0,0.3814
6319,438.0,852.0,0.358
6319,450.0,778.0,0.4134
6319,454.0,840.0,0.3488
6320,246.0,882.0,0.115
6320,308.0,878.0,0.212
6320,394.0,852.0,0.2944
6320,424.0,894.0,0.3319
6320,440.0,848.0,0.3595
6320,450.0,774.0,0.3716
6320,456.0,836.0,0.283
6321,310.0,876.0,0.2394
6321,398.0,850.0,0.3427
6321,402.0,904.0,0.1708
6321,424.0,890.0,0.3195
6321,440.0,846.0,0.3543
6321,450.0,770.0,0.4122
6321,458.0,834.0,0.3247
6322,310.0,872.0,0.2524
6322,398.0,846.0,0.335
6322,404.0,900.0,0.2101
6322,424.0,888.0,0.3399
6322,442.0,842.0,0.3123
6322,452.0,770.0,0.4569
6322,456.0,832.0,0.3096
6323,308.0,864.0,0.1825
6323,402.0,846.0,0.3429
6323,404.0,896.0,0.2193
6323,426.0,886.0,0.2786
6323,446.0,836.0,0.3399
6323,452.0,768.0,0.4754
6324,306.0,864.0,0.16
6324,402.0,842.0,0.3316
6324,402.0,898.0,0.2729
6324,426.0,884.0,0.2547
6324,448.0,834.0,0.3426
6324,454.0,764.0,0.4161
6324,460.0,824.0,0.264
6325,312.0,860.0,0.1382
6325,312.0,864.0,0.2317
6325,402.0,842.0,0.332
6325,406.0,898.0,0.2702
6325,430.0,880.0,0.3143
6325,446.0,832.0,0.3273
6325,452.0,762.0,0.3727
6325,464.0,824.0,0.2952
6326,310.0,858.0,0.1257
6326,312.0,864.0,0.1652
6326,402.0,838.0,0.3364
6326,408.0,898.0,0.2522
6326,432.0,880.0,0.2979
6326,446.0,830.0,0.3285
6326,456.0,756.0,0.3928
6326,464.0,822.0,0.3467
6327,312.0,864.0,0.1673
6327,406.0,834.0,0.3922
6327,408.0,900.0,0.2517
6327,430.0,878.0,0.3138
6327,446.0,828.0,0.3275
6327,456.0,754.0,0.4815
6327,466.0,820.0,0.3781
6328,406.0,832.0,0.3771
6328,406.0,890.0,0.249
6328,432.0,874.0,0.2734
6328,448.0,824.0,0.3053
6328,458.0,752.0,0.4703
6328,466.0,816.0,0.337
6329,314.0,852.0,0.1647
6329,406.0,830.0,0.3866
6329,408.0,886.0,0.2428
6329,436.0,872.0,0.2953
6329,450.0,822.0,0.3005
6329,460.0,748.0,0.448
6329,466.0,812.0,0.3414
6330,314.0,848.0,0.2403
6330,406.0,828.0,0.3673
6330,408.0,882.0,0.2196
6330,436.0,868.0,0.2994
6330,450.0,820.0,0.3427
6330,460.0,746.0,0.4449
6330,468.0,810.0,0.3921
6331,316.0,846.0,0.2993
6331,408.0,828.0,0.3981
6331,408.0,882.0,0.2308
6331,434.0,864.0,0.3174
6331,450.0,818.0,0.3357
6331,460.0,740.0,0.4436
6331,468.0,806.0,0.3557
6332,316.0,842.0,0.3056
6332,408.0,820.0,0.3575
6332,408.0,870.0,0.1504
6332,410.0,884.0,0.2201
6332,434.0,864.0,0.3327
6332,450.0,814.0,0.3016
6332,460.0,736.0,0.4516
6332,468.0,802.0,0.4204
6333,316.0,834.0,0.2286
6333,386.0,908.0,0.2365
6333,408.0,814.0,0.4049
6333,412.0,872.0,0.2387
6333,438.0,858.0,0.381
6333,454.0,812.0,0.3235
6333,464.0,734.0,0.418
6333,470.0,796.0,0.3594
6334,318.0,832.0,0.2554
6334,388.0,908.0,0.1769
6334,408.0,814.0,0.3862
6334,412.0,868.0,0.181
6334,438.0,856.0,0.373
6334,454.0,804.0,0.2719
6334,466.0,730.0,0.3806
6334,468.0,792.0,0.3908
6335,320.0,830.0,0.2474
6335,388.0,904.0,0.273
6335,410.0,812.0,0.3828
6335,414.0,864.0,0.1673
6335,436.0,852.0,0.3768
6335,456.0,804.0,0.3215
6335,462.0,724.0,0.3922
6335,470.0,790.0,0.3689
6336,314.0,818.0,0.1651
6336,390.0,904.0,0.2791
6336,410.0,806.0,0.373
6336,412.0,864.0,0.1354
6336,412.0,868.0,0.1343
6336,434.0,864.0,0.126
6336,438.0,850.0,0.3821
6336,456.0,802.0,0.3829
6336,464.0,720.0,0.3837
6336,470.0,786.0,0.4002
6337,316.0,820.0,0.1708
6337,392.0,904.0,0.3551
6337,410.0,800.0,0.3748
6337,416.0,868.0,0.1829
6337,440.0,848.0,0.3713
6337,456.0,798.0,0.3574
6337,466.0,720.0,0.4333
6337,472.0,784.0,0.4042
6338,318.0,814.0,0.2578
6338,394.0,902.0,0.3683
6338,410.0,796.0,0.3555
6338,412.0,858.0,0.189
6338,416.0,864.0,0.2253
6338,440.0,838.0,0.3668
6338,458.0,788.0,0.3435
6338,468.0,712.0,0.2474
6338,472.0,776.0,0.2893
6339,320.0,814.0,0.2314
6339,392.0,900.0,0.3431
6339,412.0,796.0,0.3635
6339,416.0,854.0,0.2663
6339,416.0,864.0,0.177
6339,440.0,836.0,0.3925
6339,458.0,786.0,0.3765
6339,464.0,708.0,0.2686
6339,474.0,772.0,0.3504
6340,318.0,808.0,0.1377
6340,394.0,896.0,0.3748
6340,412.0,790.0,0.3699
6340,418.0,852.0,0.2927
6340,440.0,834.0,0.3769
6340,460.0,784.0,0.3708
6340,470.0,702.0,0.3356
6340,470.0,706.0,0.3362
6340,476.0,770.0,0.383
6341,322.0,806.0,0.1851
6341,394.0,894.0,0.3778
6341,412.0,786.0,0.3689
6341,420.0,852.0,0.3574
6341,442.0,832.0,0.3619
6341,460.0,784.0,0.3855
6341,470.0,702.0,0.4322
6341,474.0,768.0,0.3162
6342,320.0,802.0,0.2642
6342,394.0,892.0,0.2976
6342,412.0,780.0,0.3761
6342,420.0,852.0,0.2965
6342,442.0,824.0,0.3672
6342,462.0,780.0,0.28
6342,470.0,700.0,0.432
6342,470.0,766.0,0.3164
6343,396.0,888.0,0.2555
6343,402.0,906.0,0.2993
6343,412.0,780.0,0.3642
6343,418.0,836.0,0.1946
6343,418.0,850.0,0.2262
6343,440.0,822.0,0.3315
6343,460.0,770.0,0.3513
6343,468.0,698.0,0.3361
6343,474.0,762.0,0.2354
6344,396.0,886.0,0.2663
6344,402.0,906.0,0.2883
6344,412.0,778.0,0.3504
6344,418.0,836.0,0.2697
6344,440.0,820.0,0.3362
6344,460.0,770.0,0.3994
6344,468.0,690.0,0.3691
6344,476.0,758.0,0.321
6345,394.0,878.0,0.3213
6345,402.0,906.0,0.3604
6345,412.0,774.0,0.3794
6345,420.0,838.0,0.3409
6345,442.0,818.0,0.3676
6345,460.0,768.0,0.3952
6345,470.0,690.0,0.4566
6345,476.0,754.0,0.301
6346,322.0,788.0,0.2779
6346,396.0,878.0,0.2639
6346,402.0,902.0,0.4113
6346,414.0,770.0,0.3583
6346,422.0,838.0,0.3389
6346,442.0,812.0,0.3396
6346,462.0,766.0,0.3642
6346,472.0,688.0,0.4773
6346,474.0,752.0,0.283
6347,396.0,874.0,0.3175
6347,404.0,898.0,0.4485
6347,414.0,766.0,0.369
6347,422.0,834.0,0.2811
6347,442.0,810.0,0.3761
6347,462.0,764.0,0.3464
6347,472.0,684.0,0.4606
6347,476.0,744.0,0.1747
6348,322.0,782.0,0.1469
6348,396.0,874.0,0.314
6348,404.0,898.0,0.4078
6348,414.0,764.0,0.3833
6348,420.0,820.0,0.2497
6348,422.0,832.0,0.2436
6348,442.0,806.0,0.3242
6348,460.0,756.0,0.3689
6348,472.0,682.0,0.4216
6348,476.0,744.0,0.2796
6349,396.0,868.0,0.2979
6349,404.0,896.0,0.4274
6349,414.0,762.0,0.3774
6349,420.0,824.0,0.2939
6349,442.0,804.0,0.3379
6349,460.0,754.0,0.3914
6349,470.0,674.0,0.4482
6349,476.0,740.0,0.3207
6350,396.0,864.0,0.3913
6350,404.0,894.0,0.3844
6350,414.0,758.0,0.3482
6350,420.0,822.0,0.3426
6350,444.0,800.0,0.3279
6350,462.0,752.0,0.3828
6350,472.0,674.0,0.4704
6350,476.0,740.0,0.2437
6351,398.0,864.0,0.3309
6351,402.0,892.0,0.3594
6351,416.0,754.0,0.3679
6351,422.0,822.0,0.3608
6351,444.0,798.0,0.3268
6351,464.0,750.0,0.3399
6351,474.0,672.0,0.4648
6352,396.0,856.0,0.2053
6352,396.0,864.0,0.2307
6352,404.0,884.0,0.4058
6352,418.0,750.0,0.3822
6352,424.0,818.0,0.3395
6352,442.0,794.0,0.3718
6352,464.0,748.0,0.2997
6352,474.0,668.0,0.4486
6352,478.0,730.0,0.3052
6353,396.0,850.0,0.2517
6353,396.0,864.0,0.149
6353,404.0,882.0,0.4514
6353,416.0,746.0,0.3821
6353,422.0,818.0,0.3038
6353,442.0,792.0,0.3292
6353,462.0,740.0,0.3613
6353,472.0,662.0,0.4595
6353,478.0,728.0,0.2954
6354,396.0,850.0,0.2908
6354,404.0,880.0,0.4204
6354,414.0,746.0,0.371
6354,420.0,806.0,0.2714
6354,442.0,788.0,0.3247
6354,460.0,738.0,0.3892
6354,472.0,656.0,0.4674
6354,480.0,724.0,0.3041
6355,396.0,848.0,0.3799
6355,404.0,880.0,0.4323
6355,414.0,742.0,0.3521
6355,422.0,806.0,0.3506
6355,444.0,786.0,0.3265
6355,462.0,738.0,0.3445
6355,474.0,658.0,0.4653
6355,480.0,724.0,0.3058
6356,396.0,848.0,0.3579
6356,402.0,876.0,0.4042
6356,418.0,738.0,0.3802
6356,422.0,806.0,0.3927
6356,444.0,784.0,0.3243
6356,466.0,736.0,0.3541
6356,474.0,654.0,0.4481
6356,482.0,720.0,0.2131
6357,396.0,846.0,0.3584
6357,404.0,870.0,0.4007
6357,418.0,734.0,0.4066
6357,424.0,802.0,0.3942
6357,442.0,778.0,0.3821
6357,464.0,730.0,0.3267
6357,474.0,650.0,0.4664
6357,478.0,714.0,0.2604
6358,396.0,844.0,0.3302
6358,404.0,868.0,0.4412
6358,418.0,734.0,0.4019
6358,424.0,800.0,0.332
6358,442.0,776.0,0.3526
6358,460.0,728.0,0.3392
6358,474.0,644.0,0.4694
6358,480.0,712.0,0.3522
6359,396.0,838.0,0.2945
6359,404.0,864.0,0.3563
6359,416.0,730.0,0.3524
6359,422.0,794.0,0.3439
6359,446.0,772.0,0.3479
6359,462.0,724.0,0.3526
6359,474.0,640.0,0.4639
6359,482.0,710.0,0.387
6360,398.0,834.0,0.384
6360,404.0,864.0,0.4259
6360,416.0,724.0,0.3335
6360,422.0,792.0,0.4119
6360,444.0,770.0,0.2991
6360,466.0,724.0,0.3804
6360,476.0,640.0,0.4659
6360,482.0,706.0,0.3468
6361,400.0,834.0,0.4071
6361,404.0,860.0,0.2136
6361,404.0,864.0,0.2984
6361,418.0,722.0,0.3499
6361,422.0,790.0,0.4078
6361,444.0,768.0,0.3257
6361,460.0,716.0,0.2949
6361,476.0,636.0,0.4531
6361,478.0,720.0,0.1694
6361,480.0,700.0,0.3639
6362,398.0,830.0,0.3483
6362,404.0,852.0,0.354
6362,418.0,718.0,0.3676
6362,424.0,786.0,0.3853
6362,442.0,762.0,0.3693
6362,460.0,714.0,0.3488
6362,476.0,630.0,0.4729
6362,480.0,696.0,0.3672
6363,396.0,828.0,0.2863
6363,404.0,852.0,0.4349
6363,416.0,716.0,0.3447
6363,424.0,782.0,0.3478
6363,442.0,760.0,0.3186
6363,460.0,710.0,0.3824
6363,474.0,626.0,0.4679
6363,482.0,694.0,0.4408
6364,396.0,820.0,0.3284
6364,404.0,850.0,0.4103
6364,414.0,712.0,0.3212
6364,422.0,776.0,0.3853
6364,444.0,754.0,0.3486
6364,464.0,706.0,0.3609
6364,476.0,626.0,0.484
6364,482.0,690.0,0.4404
6365,398.0,818.0,0.3868
6365,404.0,850.0,0.4444
6365,418.0,702.0,0.2534
6365,418.0,708.0,0.2998
6365,422.0,774.0,0.3974
6365,444.0,754.0,0.3557
6365,462.0,702.0,0.3081
6365,464.0,706.0,0.3304
6365,476.0,620.0,0.4571
6365,482.0,686.0,0.3966
6366,398.0,816.0,0.4019
6366,404.0,844.0,0.3337
6366,418.0,702.0,0.3633
6366,418.0,706.0,0.3589
6366,422.0,774.0,0.4402
6366,444.0,750.0,0.3461
6366,464.0,700.0,0.2996
6366,476.0,616.0,0.4532
6366,482.0,684.0,0.3567
6367,396.0,814.0,0.3116
6367,404.0,838.0,0.3509
6367,418.0,700.0,0.4098
6367,424.0,770.0,0.3789
6367,442.0,746.0,0.3811
6367,462.0,696.0,0.3413
6367,474.0,610.0,0.4809
6367,480.0,678.0,0.3891
6368,396.0,810.0,0.2583
6368,404.0,836.0,0.4475
6368,416.0,698.0,0.3815
6368,422.0,762.0,0.3319
6368,444.0,740.0,0.335
6368,464.0,694.0,0.3773
6368,478.0,608.0,0.5057
6368,482.0,676.0,0.4898
6369,398.0,806.0,0.2553
6369,404.0,834.0,0.3588
6369,414.0,692.0,0.3741
6369,424.0,758.0,0.3665
6369,444.0,738.0,0.3393
6369,464.0,690.0,0.3604
6369,476.0,606.0,0.4558
6369,482.0,672.0,0.3845
6370,398.0,802.0,0.3767
6370,404.0,832.0,0.3967
6370,418.0,690.0,0.3892
6370,422.0,758.0,0.4053
6370,444.0,736.0,0.3563
6370,466.0,688.0,0.2706
6370,478.0,602.0,0.4269
6370,480.0,668.0,0.3987
6371,398.0,800.0,0.3785
6371,402.0,828.0,0.3524
6371,418.0,686.0,0.4108
6371,424.0,756.0,0.3994
6371,442.0,730.0,0.3841
6371,462.0,680.0,0.34
6371,474.0,596.0,0.4572
6371,482.0,664.0,0.3848
6372,396.0,800.0,0.2826
6372,404.0,820.0,0.3365
6372,418.0,684.0,0.4251
6372,422.0,752.0,0.2878
6372,442.0,728.0,0.3095
6372,464.0,678.0,0.3724
6372,476.0,594.0,0.4688
6372,482.0,660.0,0.4578
6373,396.0,792.0,0.2133
6373,404.0,818.0,0.4063
6373,414.0,682.0,0.3729
